index,Int_area
WV_C43_L13,6481.414062353495
WV_C06_L12,307.5450354441982
WV_C07_L12,7978.040828450948
WV_C08_L12,10000.0
WV_C09_L12,9999.999999999998
WV_C10_L12,9999.999999999998
WV_C11_L12,10000.0
WV_C12_L12,10000.0
WV_C13_L12,10000.0
WV_C14_L12,10000.0
WV_C15_L12,10000.0
WV_C16_L12,10000.0
WV_C17_L12,10000.0
WV_C18_L12,10000.0
WV_C19_L12,10000.0
WV_C20_L12,10000.0
WV_C21_L12,10000.0
WV_C22_L12,10000.0
WV_C23_L12,10000.0
WV_C24_L12,9999.999999999998
WV_C25_L12,10000.000000000002
WV_C26_L12,10000.0
WV_C27_L12,9999.999999999998
WV_C28_L12,10000.0
WV_C29_L12,10000.0
WV_C30_L12,10000.0
WV_C31_L12,10000.000000000002
WV_C32_L12,10000.0
WV_C33_L12,10000.0
WV_C34_L12,10000.0
WV_C35_L12,10000.0
WV_C36_L12,9999.999999999998
WV_C37_L12,10000.000000000002
WV_C38_L12,10000.000000000004
WV_C39_L12,9999.999999999998
WV_C40_L12,10000.000000000002
WV_C41_L12,10000.0
WV_C42_L12,9996.87425812204
WV_C43_L12,3322.037004807246
WV_C07_L11,1227.0834768343182
WV_C08_L11,9245.211741608842
WV_C09_L11,10000.0
WV_C10_L11,10000.0
WV_C11_L11,9999.999999999998
WV_C12_L11,9999.999999999998
WV_C13_L11,10000.0
WV_C14_L11,10000.0
WV_C15_L11,10000.0
WV_C16_L11,10000.0
WV_C17_L11,10000.0
WV_C18_L11,10000.0
WV_C19_L11,9999.999999999998
WV_C20_L11,10000.0
WV_C21_L11,10000.0
WV_C22_L11,10000.0
WV_C23_L11,10000.0
WV_C24_L11,10000.0
WV_C25_L11,10000.0
WV_C26_L11,10000.0
WV_C27_L11,10000.0
WV_C28_L11,10000.0
WV_C29_L11,10000.0
WV_C30_L11,10000.0
WV_C31_L11,10000.0
WV_C32_L11,10000.0
WV_C33_L11,10000.0
WV_C34_L11,9999.999999999998
WV_C35_L11,10000.0
WV_C36_L11,10000.000000000002
WV_C37_L11,10000.0
WV_C38_L11,10000.000000000004
WV_C39_L11,10000.0
WV_C40_L11,9999.999999999996
WV_C41_L11,9999.999999999998
WV_C42_L11,6804.039378922554
WV_C08_L10,2758.617422536439
WV_C09_L10,9900.38722520303
WV_C10_L10,10000.0
WV_C11_L10,9999.999999999998
WV_C12_L10,10000.0
WV_C13_L10,10000.0
WV_C14_L10,10000.0
WV_C15_L10,10000.0
WV_C16_L10,10000.0
WV_C17_L10,9999.999999999998
WV_C18_L10,10000.0
WV_C19_L10,10000.0
WV_C20_L10,10000.0
WV_C21_L10,10000.0
WV_C22_L10,10000.0
WV_C23_L10,10000.0
WV_C24_L10,10000.0
WV_C25_L10,10000.000000000004
WV_C26_L10,10000.000000000002
WV_C27_L10,10000.0
WV_C28_L10,10000.0
WV_C29_L10,10000.0
WV_C30_L10,10000.0
WV_C31_L10,10000.0
WV_C32_L10,10000.000000000002
WV_C33_L10,10000.0
WV_C34_L10,10000.0
WV_C35_L10,10000.0
WV_C36_L10,10000.0
WV_C37_L10,10000.0
WV_C38_L10,10000.0
WV_C39_L10,10000.0
WV_C40_L10,9999.999999999998
WV_C41_L10,9677.190944559472
WV_C42_L10,2396.0914884247404
WV_C09_L09,4845.713990116269
WV_C10_L09,9999.999999999998
WV_C11_L09,9999.999999999998
WV_C12_L09,10000.0
WV_C13_L09,10000.0
WV_C14_L09,10000.0
WV_C15_L09,10000.0
WV_C16_L09,10000.0
WV_C17_L09,10000.000000000002
WV_C18_L09,10000.0
WV_C19_L09,10000.0
WV_C20_L09,10000.0
WV_C21_L09,10000.0
WV_C22_L09,10000.0
WV_C23_L09,10000.0
WV_C24_L09,10000.0
WV_C25_L09,10000.0
WV_C26_L09,10000.0
WV_C27_L09,10000.0
WV_C28_L09,10000.000000000002
WV_C29_L09,9999.999999999998
WV_C30_L09,10000.0
WV_C31_L09,10000.0
WV_C32_L09,10000.0
WV_C33_L09,10000.0
WV_C34_L09,10000.000000000002
WV_C35_L09,10000.0
WV_C36_L09,10000.0
WV_C37_L09,9999.999999999998
WV_C38_L09,10000.0
WV_C39_L09,9999.999999999998
WV_C40_L09,10000.0
WV_C41_L09,5969.861576611884
WV_C09_L08,56.43268289629342
WV_C10_L08,6975.99059272484
WV_C11_L08,10000.0
WV_C12_L08,10000.0
WV_C13_L08,10000.0
WV_C14_L08,10000.0
WV_C15_L08,10000.0
WV_C16_L08,10000.0
WV_C17_L08,10000.0
WV_C18_L08,10000.0
WV_C19_L08,10000.0
WV_C20_L08,10000.0
WV_C21_L08,10000.0
WV_C22_L08,10000.0
WV_C23_L08,10000.0
WV_C24_L08,10000.0
WV_C25_L08,10000.0
WV_C26_L08,10000.0
WV_C27_L08,10000.0
WV_C28_L08,10000.0
WV_C29_L08,10000.0
WV_C30_L08,9999.999999999998
WV_C31_L08,10000.0
WV_C32_L08,10000.0
WV_C33_L08,10000.0
WV_C34_L08,10000.0
WV_C35_L08,10000.0
WV_C36_L08,10000.0
WV_C37_L08,10000.0
WV_C38_L08,9999.999999999998
WV_C39_L08,10000.0
WV_C40_L08,9808.684605445636
WV_C41_L08,1340.4146443700924
WV_C10_L07,625.2479189675712
WV_C11_L07,8593.8846833234
WV_C12_L07,10000.0
WV_C13_L07,10000.0
WV_C14_L07,10000.0
WV_C15_L07,10000.0
WV_C16_L07,10000.0
WV_C17_L07,10000.0
WV_C18_L07,10000.0
WV_C19_L07,10000.0
WV_C20_L07,10000.0
WV_C21_L07,10000.0
WV_C22_L07,10000.0
WV_C23_L07,10000.0
WV_C24_L07,10000.0
WV_C25_L07,9999.999999999998
WV_C26_L07,10000.0
WV_C27_L07,10000.0
WV_C28_L07,10000.0
WV_C29_L07,10000.0
WV_C30_L07,10000.0
WV_C31_L07,10000.0
WV_C32_L07,9999.999999999998
WV_C33_L07,10000.0
WV_C34_L07,9999.999999999996
WV_C35_L07,10000.0
WV_C36_L07,10000.0
WV_C37_L07,10000.0
WV_C38_L07,10000.000000000002
WV_C39_L07,10000.0
WV_C40_L07,5467.856776385247
WV_C11_L06,1806.0586068459675
WV_C12_L06,9599.783411163655
WV_C13_L06,10000.0
WV_C14_L06,10000.0
WV_C15_L06,10000.0
WV_C16_L06,10000.0
WV_C17_L06,10000.0
WV_C18_L06,10000.0
WV_C19_L06,10000.0
WV_C20_L06,10000.0
WV_C21_L06,10000.0
WV_C22_L06,10000.000000000002
WV_C23_L06,10000.0
WV_C24_L06,10000.0
WV_C25_L06,10000.0
WV_C26_L06,10000.0
WV_C27_L06,10000.0
WV_C28_L06,10000.000000000002
WV_C29_L06,10000.0
WV_C30_L06,10000.0
WV_C31_L06,10000.0
WV_C32_L06,10000.0
WV_C33_L06,10000.0
WV_C34_L06,10000.0
WV_C35_L06,10000.0
WV_C36_L06,10000.0
WV_C37_L06,10000.0
WV_C38_L06,10000.0
WV_C39_L06,10000.000000000002
WV_C40_L06,3032.79754991295
WV_C12_L05,3598.864616795104
WV_C13_L05,9993.686715510597
WV_C14_L05,10000.0
WV_C15_L05,10000.0
WV_C16_L05,10000.0
WV_C17_L05,10000.0
WV_C18_L05,10000.0
WV_C19_L05,10000.0
WV_C20_L05,10000.0
WV_C21_L05,10000.000000000004
WV_C22_L05,10000.0
WV_C23_L05,10000.0
WV_C24_L05,10000.0
WV_C25_L05,10000.0
WV_C26_L05,10000.0
WV_C27_L05,10000.000000000002
WV_C28_L05,10000.000000000002
WV_C29_L05,10000.000000000002
WV_C30_L05,10000.0
WV_C31_L05,10000.0
WV_C32_L05,9999.999999999998
WV_C33_L05,10000.0
WV_C34_L05,10000.0
WV_C35_L05,10000.0
WV_C36_L05,10000.0
WV_C37_L05,10000.0
WV_C38_L05,10000.0
WV_C39_L05,10000.000000000004
WV_C40_L05,2599.754378781202
WV_C13_L04,2386.2620496784007
WV_C14_L04,3752.4111979352965
WV_C15_L04,4858.670580542661
WV_C16_L04,5964.929837351827
WV_C17_L04,7071.189172147416
WV_C18_L04,8177.448455857739
WV_C19_L04,9283.70777941798
WV_C20_L04,9987.967546261954
WV_C21_L04,10000.000000000002
WV_C22_L04,10000.0
WV_C23_L04,10000.0
WV_C24_L04,9999.999999999998
WV_C25_L04,10000.0
WV_C26_L04,9999.999999999998
WV_C27_L04,10000.0
WV_C28_L04,9999.999999999998
WV_C29_L04,10000.0
WV_C30_L04,9999.999999999998
WV_C31_L04,10000.0
WV_C32_L04,10000.0
WV_C33_L04,10000.0
WV_C34_L04,10000.0
WV_C35_L04,10000.0
WV_C36_L04,10000.0
WV_C37_L04,9999.999999999998
WV_C38_L04,10000.000000000002
WV_C39_L04,10000.0
WV_C40_L04,3369.3944765550123
WV_C20_L03,402.200161462573
WV_C21_L03,1496.2263259343868
WV_C22_L03,2602.4856843194193
WV_C23_L03,3708.7449890614866
WV_C24_L03,4815.0042220514215
WV_C25_L03,5921.263521792228
WV_C26_L03,7027.522882384206
WV_C27_L03,8133.104531046024
WV_C28_L03,9233.62343099504
WV_C29_L03,9979.648562312019
WV_C30_L03,10000.0
WV_C31_L03,10000.0
WV_C32_L03,10000.0
WV_C33_L03,9999.999999999998
WV_C34_L03,10000.0
WV_C35_L03,10000.000000000002
WV_C36_L03,10000.0
WV_C37_L03,10000.0
WV_C38_L03,10000.0
WV_C39_L03,10000.0
WV_C40_L03,3712.689958057001
WV_C29_L02,361.6764916911093
WV_C30_L02,1448.8546963966658
WV_C31_L02,2556.7758451119234
WV_C32_L02,3653.850769922835
WV_C33_L02,4707.641934520442
WV_C34_L02,5750.878731764184
WV_C35_L02,6852.696279900938
WV_C36_L02,7966.381416545487
WV_C37_L02,9080.262028674875
WV_C38_L02,9940.94942088133
WV_C39_L02,9218.159209021007
WV_C40_L02,1190.4805292749913
WV_C38_L01,253.38618953491766
WV_C39_L01,641.8052518492746
